"Ajatempel (UTC)";"Kuupaev (Eesti aeg)";"Tarbimine";"Tootmine";"Planeeritud tarbimine";"Planeeritud tootmine"
"1642222800";"15.01.2022 07:00";"907,2";"686";"1094,2";"790,9"
"1642226400";"15.01.2022 08:00";"960,9";"729,4";"1130,7";"873,4"
"1642230000";"15.01.2022 09:00";"996,2";"782,3";"1169,1";"928,7"
"1642233600";"15.01.2022 10:00";"1002,8";"807,9";"1201,3";"967,4"
"1642237200";"15.01.2022 11:00";"976,8";"831,6";"1209,3";"978"
"1642240800";"15.01.2022 12:00";"957,5";"835,9";"1160,9";"971,4"
"1642244400";"15.01.2022 13:00";"968,2";"819,6";"1160,7";"954,9"
"1642248000";"15.01.2022 14:00";"1000";"785,7";"1147,7";"922,8"
"1642251600";"15.01.2022 15:00";"1021,6";"777,4";"1140,5";"921,5"
"1642255200";"15.01.2022 16:00";"1071,3";"783,1";"1195,3";"917,4"
"1642258800";"15.01.2022 17:00";"1117";"794,9";"1221,1";"904,3"
"1642262400";"15.01.2022 18:00";"1104,3";"772,8";"1197,1";"889,1"
"1642266000";"15.01.2022 19:00";"1087,2";"780";"1192,7";"872,8"
"1642269600";"15.01.2022 20:00";"1061,4";"738,7";"1185,8";"859"
"1642273200";"15.01.2022 21:00";"1026,8";"702";"1142,2";"843,6"
"1642276800";"15.01.2022 22:00";"973,5";"749";"1087,1";"830,9"
"1642280400";"15.01.2022 23:00";"925,2";"751,7";"1044,1";"812,5"
"1642284000";"16.01.2022 00:00";"885,2";"677";"1047,6";"778,2"
"1642287600";"16.01.2022 01:00";"846,2";"564,5";"998,4";"676,1"
"1642291200";"16.01.2022 02:00";"825";"548,5";"967,4";"660,7"
"1642294800";"16.01.2022 03:00";"827,4";"560,2";"966,3";"650,5"
"1642298400";"16.01.2022 04:00";"824,2";"555,3";"957,8";"656,6"
"1642302000";"16.01.2022 05:00";"832,1";"588,1";"968,6";"679,8"
"1642305600";"16.01.2022 06:00";"853,6";"556,9";"970,2";"661,6"
"1642309200";"16.01.2022 07:00";"892,1";"543";"1013,1";"648,2"
"1642312800";"16.01.2022 08:00";"944,8";"576,7";"1061";"693,6"
"1642316400";"16.01.2022 09:00";"995,4";"624";"1144";"747,4"
"1642320000";"16.01.2022 10:00";"1025,6";"661,7";"1152,1";"766"
"1642323600";"16.01.2022 11:00";"1019";"710,1";"1160,9";"782,6"
"1642327200";"16.01.2022 12:00";"1016,1";"738,2";"1152,1";"799,9"
"1642330800";"16.01.2022 13:00";"1021,8";"732,9";"1151,3";"803,5"
"1642334400";"16.01.2022 14:00";"1027,2";"716,2";"1163,8";"812,4"
"1642338000";"16.01.2022 15:00";"1042,3";"716,3";"1200,5";"815,7"
"1642341600";"16.01.2022 16:00";"1084,1";"735,9";"1237,2";"823,1"
"1642345200";"16.01.2022 17:00";"1101";"723,6";"1255,6";"829,3"
"1642348800";"16.01.2022 18:00";"1089";"730,2";"1233,8";"833"
"1642352400";"16.01.2022 19:00";"1072";"733,8";"1223,8";"832,4"
"1642356000";"16.01.2022 20:00";"1038,7";"705";"1183,6";"799,5"
"1642359600";"16.01.2022 21:00";"1026,6";"614,7";"1162,9";"745,3"
"1642363200";"16.01.2022 22:00";"961,7";"571,2";"1115,3";"706,2"
"1642366800";"16.01.2022 23:00";"905,6";"508,7";"1060,5";"623,5"
"1642370400";"17.01.2022 00:00";"869,4";"501,8";"1012,4";"559,7"
"1642374000";"17.01.2022 01:00";"848,1";"494,7";"905,4";"553,2"
"1642377600";"17.01.2022 02:00";"824,6";"488,2";"882,4";"536,3"
"1642381200";"17.01.2022 03:00";"814,6";"500,3";"874,1";"561,6"
"1642384800";"17.01.2022 04:00";"829,4";"495,4";"885,1";"583,4"
"1642388400";"17.01.2022 05:00";"859,7";"549";"923";"630,6"
"1642392000";"17.01.2022 06:00";"956,3";"625,4";"1076,1";"677,5"
"1642395600";"17.01.2022 07:00";"1095,3";"607,5";"1220,1";"709"
"1642399200";"17.01.2022 08:00";"1197,4";"605,2";"1288,8";"696,2"
"1642402800";"17.01.2022 09:00";"1227,7";"729,6";"1335,5";"850,1"
"1642406400";"17.01.2022 10:00";"1245,3";"769,5";"1340,9";"907,3"
"1642410000";"17.01.2022 11:00";"1254,5";"853,1";"1346,2";"960,7"
"1642413600";"17.01.2022 12:00";"1245,4";"890,1";"1323,1";"1004,1"
"1642417200";"17.01.2022 13:00";"1243,7";"870,4";"1344,7";"976"
"1642420800";"17.01.2022 14:00";"1214,3";"892,6";"1290,9";"1011,4"
"1642424400";"17.01.2022 15:00";"1194,9";"868";"1294,2";"1009,9"
"1642428000";"17.01.2022 16:00";"1200,3";"847,5";"1307";"1011,8"
"1642431600";"17.01.2022 17:00";"1233,8";"860,2";"1321,4";"1008,2"
"1642435200";"17.01.2022 18:00";"1205,2";"863,2";"1287,1";"1004,7"
"1642438800";"17.01.2022 19:00";"1174";"854,6";"1275,9";"998,9"
"1642442400";"17.01.2022 20:00";"1138,7";"860,5";"1242,2";"998"
"1642446000";"17.01.2022 21:00";"1091,6";"789,4";"1181,7";"917,7"
"1642449600";"17.01.2022 22:00";"1025,8";"797,7";"1151,7";"919,5"
"1642453200";"17.01.2022 23:00";"950";"810,4";"1095,5";"930,9"
"1642456800";"18.01.2022 00:00";"909,4";"803,4";"1026,5";"929,1"
"1642460400";"18.01.2022 01:00";"890,3";"820";"1042,5";"950,4"
"1642464000";"18.01.2022 02:00";"879,4";"849,9";"997,2";"962,5"
"1642467600";"18.01.2022 03:00";"876,1";"866,6";"992,6";"989,7"
"1642471200";"18.01.2022 04:00";"882,5";"929,4";"999,5";"1049,3"
"1642474800";"18.01.2022 05:00";"920,1";"919,1";"1031,7";"1066,3"
"1642478400";"18.01.2022 06:00";"1031,9";"997,7";"1128,5";"1161"
"1642482000";"18.01.2022 07:00";"1177";"1151,6";"1201,5";"1242,6"
"1642485600";"18.01.2022 08:00";"1268,4";"1145";"1312,1";"1247,4"
"1642489200";"18.01.2022 09:00";"1290,9";"1112,3";"1363,1";"1264,5"
"1642492800";"18.01.2022 10:00";"1299,5";"1133,7";"1370,1";"1275,7"
"1642496400";"18.01.2022 11:00";"1303,6";"1144,1";"1343,5";"1263,2"
"1642500000";"18.01.2022 12:00";"1298,3";"1135,2";"1322,9";"1241,7"
"1642503600";"18.01.2022 13:00";"1303,8";"1126,1";"1323,7";"1219,4"
"1642507200";"18.01.2022 14:00";"1279,6";"1113,9";"1310,4";"1200,4"
"1642510800";"18.01.2022 15:00";"1258,4";"1108,6";"1338,3";"1171,8"
"1642514400";"18.01.2022 16:00";"1266,1";"1105";"1365,1";"1188,8"
"1642518000";"18.01.2022 17:00";"1274,1";"1086,1";"1360,5";"1209,8"
"1642521600";"18.01.2022 18:00";"1256,5";"1158,4";"1303,7";"1230"
"1642525200";"18.01.2022 19:00";"1205,9";"1161,6";"1267,7";"1240,3"
"1642528800";"18.01.2022 20:00";"1166,4";"1177,5";"1249,4";"1254,6"
"1642532400";"18.01.2022 21:00";"1104,7";"1152,3";"1201,3";"1233,8"
"1642536000";"18.01.2022 22:00";"1028,7";"1020,4";"1137";"1104,6"
"1642539600";"18.01.2022 23:00";"950,9";"854,1";"1062,6";"972,9"
"1642543200";"19.01.2022 00:00";"910,7";"755";"1027,7";"860,3"
"1642546800";"19.01.2022 01:00";"881,4";"769,3";"932,1";"830,6"
"1642550400";"19.01.2022 02:00";"868,9";"726,6";"907,9";"748,3"
"1642554000";"19.01.2022 03:00";"867,1";"721,4";"906,3";"752,8"
"1642557600";"19.01.2022 04:00";"870,3";"715,7";"942,5";"759,3"
"1642561200";"19.01.2022 05:00";"901,4";"743";"986,8";"798,7"
"1642564800";"19.01.2022 06:00";"1015,9";"902,2";"1081,5";"976,3"
"1642568400";"19.01.2022 07:00";"1145,2";"983,8";"1216,7";"1054,8"
"1642572000";"19.01.2022 08:00";"1241,6";"976,6";"1313,7";"1071,5"
"1642575600";"19.01.2022 09:00";"1250,4";"988,3";"1324,5";"1078,1"
"1642579200";"19.01.2022 10:00";"1255,1";"987,6";"1372,7";"1120,4"
"1642582800";"19.01.2022 11:00";"1254,6";"1054,4";"1332,1";"1138,7"
"1642586400";"19.01.2022 12:00";"1238,4";"1060,2";"1305,1";"1172,4"
"1642590000";"19.01.2022 13:00";"1230,2";"1065,6";"1300,3";"1177,9"
"1642593600";"19.01.2022 14:00";"1219,6";"1076,2";"1285,1";"1180"
"1642597200";"19.01.2022 15:00";"1203,1";"1069,2";"1295,9";"1173,3"
"1642600800";"19.01.2022 16:00";"1206,5";"1043,3";"1287,3";"1156,2"
"1642604400";"19.01.2022 17:00";"1201,8";"1062";"1258,6";"1165,8"
"1642608000";"19.01.2022 18:00";"1171,1";"1065,4";"1255,7";"1178"
"1642611600";"19.01.2022 19:00";"1136,6";"1061,9";"1219,4";"1174,4"
"1642615200";"19.01.2022 20:00";"1095,3";"994,2";"1195,9";"1095,8"
"1642618800";"19.01.2022 21:00";"1042,8";"964,5";"1128,9";"1051,6"
"1642622400";"19.01.2022 22:00";"975,2";"826,6";"1077,9";"900,1"
"1642626000";"19.01.2022 23:00";"910,6";"673,6";"987,3";"740,6"
"1642629600";"20.01.2022 00:00";"859,7";"669,2";"931,5";"747,1"
"1642633200";"20.01.2022 01:00";"834,4";"669,4";"934,1";"749,7"
"1642636800";"20.01.2022 02:00";"825,2";"663,3";"921,6";"752,3"
"1642640400";"20.01.2022 03:00";"825";"666,7";"911,9";"753,8"
"1642644000";"20.01.2022 04:00";"828,8";"663,6";"901,5";"751,7"
"1642647600";"20.01.2022 05:00";"861,3";"659,9";"945,2";"746,4"
"1642651200";"20.01.2022 06:00";"973,8";"720,6";"1077,3";"846,5"
"1642654800";"20.01.2022 07:00";"1101,2";"732,1";"1184,5";"851,2"
"1642658400";"20.01.2022 08:00";"1214,8";"733,6";"1337,9";"862,9"
"1642662000";"20.01.2022 09:00";"1250,9";"696,4";"1352,5";"834,5"
"1642665600";"20.01.2022 10:00";"1262";"682,6";"1318,4";"786,6"
"1642669200";"20.01.2022 11:00";"1270,9";"677,9";"1319,8";"746,1"
"1642672800";"20.01.2022 12:00";"1251,9";"650,2";"1312,8";"714,7"
"1642676400";"20.01.2022 13:00";"1266,5";"626,3";"1331,6";"699,3"
"1642680000";"20.01.2022 14:00";"1246";"618,1";"1301,6";"703,4"
"1642683600";"20.01.2022 15:00";"1229,8";"629,5";"1305,1";"705,9"
"1642687200";"20.01.2022 16:00";"1230,2";"638,6";"1309,5";"717,3"
"1642690800";"20.01.2022 17:00";"1242,6";"650,6";"1305,2";"749,2"
"1642694400";"20.01.2022 18:00";"1193,1";"708,5";"1297";"805,1"
"1642698000";"20.01.2022 19:00";"1163,7";"722,1";"1252";"828,2"
"1642701600";"20.01.2022 20:00";"1132,8";"723";"1185,1";"818,5"
"1642705200";"20.01.2022 21:00";"1085,1";"691,2";"1160,2";"813,2"
"1642708800";"20.01.2022 22:00";"1016,9";"661,8";"1090";"758,5"
"1642712400";"20.01.2022 23:00";"942,1";"614,2";"1028,5";"721,1"
"1642716000";"21.01.2022 00:00";"903,5";"617";"1000,6";"731,2"
"1642719600";"21.01.2022 01:00";"878,3";"588,7";"997,7";"719"
"1642723200";"21.01.2022 02:00";"860,9";"604,1";"949,1";"704,8"
"1642726800";"21.01.2022 03:00";"849,5";"614,5";"940,8";"701,8"
"1642730400";"21.01.2022 04:00";"861,8";"630,3";"943,3";"723,7"
"1642734000";"21.01.2022 05:00";"899,9";"605,7";"978,7";"729,7"
"1642737600";"21.01.2022 06:00";"1002,9";"610,9";"1108";"753,9"
"1642741200";"21.01.2022 07:00";"1126,4";"701";"1256,7";"867,3"
"1642744800";"21.01.2022 08:00";"1223,1";"727,2";"1321,2";"876,9"
"1642748400";"21.01.2022 09:00";"1245,3";"719,9";"1346,7";"877,8"
"1642752000";"21.01.2022 10:00";"1256,2";"741,4";"1344,4";"883,6"
"1642755600";"21.01.2022 11:00";"1257,9";"749,7";"1345,5";"889,8"
"1642759200";"21.01.2022 12:00";"1238,8";"749,2";"1339,3";"887,1"
"1642762800";"21.01.2022 13:00";"1260,7";"741,6";"1361";"881,7"
"1642766400";"21.01.2022 14:00";"1237,8";"734,5";"1326,2";"872,9"
"1642770000";"21.01.2022 15:00";"1219,4";"728,8";"1330,4";"867,4"
"1642773600";"21.01.2022 16:00";"1222,2";"717,1";"1330,4";"862,6"
"1642777200";"21.01.2022 17:00";"1240,4";"718,5";"1318,8";"855,6"
"1642780800";"21.01.2022 18:00";"1224,5";"724,7";"1270,8";"852"
"1642784400";"21.01.2022 19:00";"1176,5";"725";"1266,4";"855"
"1642788000";"21.01.2022 20:00";"1131,9";"714,5";"1242,5";"851"
"1642791600";"21.01.2022 21:00";"1084";"701,3";"1207,2";"848,9"
"1642795200";"21.01.2022 22:00";"1015,9";"695,3";"1140,8";"849,2"
"1642798800";"21.01.2022 23:00";"941,1";"692,6";"1071,3";"844,5"
"1642802400";"22.01.2022 00:00";"911,3";"681,7";"1055,5";"834,7"
"1642806000";"22.01.2022 01:00";"875,3";"685,1";"1025,5";"804,7"
"1642809600";"22.01.2022 02:00";"861,5";"723,1";"976,7";"814,2"
"1642813200";"22.01.2022 03:00";"846,9";"721,1";"965,8";"833"
"1642816800";"22.01.2022 04:00";"845,3";"744,1";"956,2";"838,1"
"1642820400";"22.01.2022 05:00";"854,4";"778,2";"958,1";"865,2"
"1642824000";"22.01.2022 06:00";"902,3";"818,2";"998,5";"868,7"
"1642827600";"22.01.2022 07:00";"951,9";"889,3";"1056,4";"975,7"
"1642831200";"22.01.2022 08:00";"991,7";"940,1";"1071,2";"1010,9"
"1642834800";"22.01.2022 09:00";"1049,4";"943,4";"1120,7";"1021,6"
"1642838400";"22.01.2022 10:00";"1082,5";"965,1";"1150,7";"1033,9"
"1642842000";"22.01.2022 11:00";"1111,7";"1005,8";"1162,4";"1047,5"
"1642845600";"22.01.2022 12:00";"1121,2";"1008,7";"1173,9";"1059,8"
"1642849200";"22.01.2022 13:00";"1120,3";"1066,1";"1174,8";"1117"
"1642852800";"22.01.2022 14:00";"1102,6";"1100,8";"1167,6";"1135,9"
"1642856400";"22.01.2022 15:00";"1077,5";"1072,4";"1179,8";"1130"
"1642860000";"22.01.2022 16:00";"1119,5";"1053";"1230,1";"1127,5"
"1642863600";"22.01.2022 17:00";"1152,5";"1017,9";"1261";"1114,2"
"1642867200";"22.01.2022 18:00";"1159,2";"994,4";"1238,4";"1091"
"1642870800";"22.01.2022 19:00";"1136,8";"990,9";"1222,9";"1079,5"
"1642874400";"22.01.2022 20:00";"1101,9";"983,1";"1195,4";"1066,7"
"1642878000";"22.01.2022 21:00";"1060,6";"936,3";"1159,7";"1059,6"
"1642881600";"22.01.2022 22:00";"1007,5";"852,8";"1062";"883,2"
"1642885200";"22.01.2022 23:00";"958,1";"712,2";"1000";"770,1"
"1642888800";"23.01.2022 00:00";"926,4";"710,9";"1000,9";"782,2"
"1642892400";"23.01.2022 01:00";"898,7";"730,5";"996,6";"856,7"
"1642896000";"23.01.2022 02:00";"879,2";"741,6";"962,9";"813,6"
"1642899600";"23.01.2022 03:00";"877,6";"741,7";"941,7";"811,9"
"1642903200";"23.01.2022 04:00";"874,9";"736,1";"933,3";"811,3"
"1642906800";"23.01.2022 05:00";"883,5";"781,8";"952,6";"832,3"
"1642910400";"23.01.2022 06:00";"908,3";"757,5";"991,4";"829,3"
"1642914000";"23.01.2022 07:00";"947,6";"811,5";"1027,7";"905,2"
"1642917600";"23.01.2022 08:00";"988,7";"878,2";"1091,4";"978,9"
"1642921200";"23.01.2022 09:00";"1042,8";"947,3";"1133,3";"1047,8"
"1642924800";"23.01.2022 10:00";"1090,9";"1020,7";"1145,6";"1126,6"
"1642928400";"23.01.2022 11:00";"1111,5";"990,7";"1154,3";"1154,3"
"1642932000";"23.01.2022 12:00";"1102,7";"1013,7";"1181,1";"1059,2"
"1642935600";"23.01.2022 13:00";"1090,6";"970,9";"1185,9";"1086,9"
"1642939200";"23.01.2022 14:00";"1077,7";"926";"1185";"1067,4"
"1642942800";"23.01.2022 15:00";"1060,3";"945,1";"1192,5";"1066,7"
"1642946400";"23.01.2022 16:00";"1091,6";"948,3";"1200,7";"1069,5"
"1642950000";"23.01.2022 17:00";"1128,6";"965";"1216";"1061,7"
"1642953600";"23.01.2022 18:00";"1124,2";"973,6";"1214,4";"1056,1"
"1642957200";"23.01.2022 19:00";"1103,5";"952,5";"1204,3";"1059,8"
"1642960800";"23.01.2022 20:00";"1068,2";"920,2";"1187,7";"1053,7"
"1642964400";"23.01.2022 21:00";"1027,6";"918,4";"1170,2";"1041,1"
"1642968000";"23.01.2022 22:00";"962,5";"895";"1089,2";"1030,3"
"1642971600";"23.01.2022 23:00";"900,3";"766,5";"997,5";"859,2"
"1642975200";"24.01.2022 00:00";"856,6";"746,6";"983,1";"837,3"
"1642978800";"24.01.2022 01:00";"840";"781,3";"936,6";"851,2"
"1642982400";"24.01.2022 02:00";"825,3";"790,8";"903,7";"867,7"
"1642986000";"24.01.2022 03:00";"817,5";"836,7";"892,4";"878,6"
"1642989600";"24.01.2022 04:00";"817,5";"820,5";"903,1";"884,1"
"1642993200";"24.01.2022 05:00";"855,4";"819,3";"972,2";"896,6"
"1642996800";"24.01.2022 06:00";"963,8";"886,6";"1095,6";"979,7"
"1643000400";"24.01.2022 07:00";"1097";"1012,8";"1237";"1112,8"
"1643004000";"24.01.2022 08:00";"1192,4";"1048,1";"1312,4";"1136,8"
"1643007600";"24.01.2022 09:00";"1232,4";"1104,3";"1336,3";"1205,7"
"1643011200";"24.01.2022 10:00";"1234,5";"1139,1";"1332,8";"1247,5"
"1643014800";"24.01.2022 11:00";"1229,1";"1148,9";"1322";"1245,9"
"1643018400";"24.01.2022 12:00";"1215,9";"1139,6";"1307,8";"1243,3"
"1643022000";"24.01.2022 13:00";"1224,9";"1141,1";"1306,6";"1236,5"
"1643025600";"24.01.2022 14:00";"1198,5";"1120,7";"1287,4";"1190,7"
"1643029200";"24.01.2022 15:00";"1195,1";"1106";"1300,6";"1212"
"1643032800";"24.01.2022 16:00";"1193,4";"1091,2";"1323";"1216,4"
"1643036400";"24.01.2022 17:00";"1204,6";"1027,9";"1309,8";"1161,2"
"1643040000";"24.01.2022 18:00";"1187,6";"993,3";"1282,2";"1119,5"
"1643043600";"24.01.2022 19:00";"1160";"969,7";"1239,7";"1091,9"
"1643047200";"24.01.2022 20:00";"1121,5";"947";"1192,8";"1049,5"
"1643050800";"24.01.2022 21:00";"1062,3";"928,6";"1167,2";"1045,9"
"1643054400";"24.01.2022 22:00";"996,3";"889,3";"1115";"957,8"
"1643058000";"24.01.2022 23:00";"912";"764,9";"1017,7";"823,3"
"1643061600";"25.01.2022 00:00";"869,6";"718,4";"992,6";"798,8"
"1643065200";"25.01.2022 01:00";"848,5";"745,6";"993,2";"893,2"
"1643068800";"25.01.2022 02:00";"835,6";"736,1";"956,1";"854,9"
"1643072400";"25.01.2022 03:00";"831,1";"763,1";"949,9";"855,4"
"1643076000";"25.01.2022 04:00";"843,3";"762,9";"954,1";"856"
"1643079600";"25.01.2022 05:00";"876,2";"799,8";"985,1";"885,1"
"1643083200";"25.01.2022 06:00";"975,9";"890,3";"1122,2";"983,3"
"1643086800";"25.01.2022 07:00";"1107,6";"1082,4";"1256,3";"1174,2"
"1643090400";"25.01.2022 08:00";"1201,6";"1148,6";"1348,9";"1248,9"
"1643094000";"25.01.2022 09:00";"1243,6";"1170,9";"1365,6";"1274,6"
"1643097600";"25.01.2022 10:00";"1239,3";"1193,7";"1332,3";"1313"
"1643101200";"25.01.2022 11:00";"1194,3";"1252,9";"1311,4";"1377,1"
"1643104800";"25.01.2022 12:00";"1153,1";"1264,6";"1287,4";"1391,9"
"1643108400";"25.01.2022 13:00";"1149,1";"1243";"1315,9";"1365"
"1643112000";"25.01.2022 14:00";"1154,9";"1202,5";"1294,3";"1329,3"
"1643115600";"25.01.2022 15:00";"1176";"1171,5";"1310,3";"1310,3"
"1643119200";"25.01.2022 16:00";"1199,1";"1143,3";"1316,8";"1286,7"
"1643122800";"25.01.2022 17:00";"1252,9";"1198,5";"1369,2";"1260,3"
"1643126400";"25.01.2022 18:00";"1233,4";"1201,2";"1352,4";"1257,5"
"1643130000";"25.01.2022 19:00";"1207,6";"1207";"1290,4";"1281,8"
"1643133600";"25.01.2022 20:00";"1187,7";"1201,6";"1262,3";"1282,3"
"1643137200";"25.01.2022 21:00";"1135,7";"1156,4";"1232,8";"1217,8"
"1643140800";"25.01.2022 22:00";"1069,6";"1040,1";"1165";"1095,5"
"1643144400";"25.01.2022 23:00";"1003,2";"1012,7";"1088,6";"1060"
"1643148000";"26.01.2022 00:00";"960,2";"995,3";"1058,2";"1042,3"
"1643151600";"26.01.2022 01:00";"936,7";"890,2";"1032";"953,1"
"1643155200";"26.01.2022 02:00";"932,9";"844,8";"992,8";"867,1"
"1643158800";"26.01.2022 03:00";"936";"819,3";"986,2";"849"
"1643162400";"26.01.2022 04:00";"944,4";"851,5";"999,6";"883,3"
"1643166000";"26.01.2022 05:00";"985,4";"890,6";"1034,3";"912,1"
"1643169600";"26.01.2022 06:00";"1095,1";"1026,2";"1158,2";"1021,8"
"1643173200";"26.01.2022 07:00";"1216";"1169,1";"1272,7";"1186,3"
"1643176800";"26.01.2022 08:00";"1290,2";"1214,3";"1352,4";"1232,6"
"1643180400";"26.01.2022 09:00";"1303,6";"1241";"1403,2";"1263,1"
"1643184000";"26.01.2022 10:00";"1303,5";"1253,6";"1391,2";"1279,1"
"1643187600";"26.01.2022 11:00";"1277";"1278,7";"1369,6";"1298,3"
"1643191200";"26.01.2022 12:00";"1247,7";"1248,4";"1346,4";"1316"
"1643194800";"26.01.2022 13:00";"1257,3";"1251";"1351";"1312,3"
"1643198400";"26.01.2022 14:00";"1251,6";"1275,7";"1331,3";"1326,8"
"1643202000";"26.01.2022 15:00";"1243,1";"1271,7";"1351,8";"1351,8"
"1643205600";"26.01.2022 16:00";"1251,1";"1274,8";"1319,5";"1319,5"
"1643209200";"26.01.2022 17:00";"1274,7";"1257,2";"1330,6";"1330,6"
"1643212800";"26.01.2022 18:00";"1262,6";"1269,9";"1310,6";"1310,6"
"1643216400";"26.01.2022 19:00";"1233,1";"1231";"1284,8";"1284,8"
"1643220000";"26.01.2022 20:00";"1198,7";"1142";"1240,3";"1227,6"
"1643223600";"26.01.2022 21:00";"1140,6";"998,2";"1206,7";"1067,9"
"1643227200";"26.01.2022 22:00";"1059,5";"896,4";"1108,9";"1027,4"
"1643230800";"26.01.2022 23:00";"993,6";"776,8";"1034,4";"865,9"
"1643234400";"27.01.2022 00:00";"948,7";"697,5";"1012,2";"781,7"
"1643238000";"27.01.2022 01:00";"929,4";"804,6";"999,7";"867"
"1643241600";"27.01.2022 02:00";"912,7";"730,6";"963,2";"845,3"
"1643245200";"27.01.2022 03:00";"900,4";"742,9";"959,1";"845,2"
"1643248800";"27.01.2022 04:00";"890,8";"749,7";"969,4";"822,1"
"1643252400";"27.01.2022 05:00";"928,4";"785";"990,1";"831,4"
"1643256000";"27.01.2022 06:00";"1028,9";"766,5";"1115,5";"838,8"
"1643259600";"27.01.2022 07:00";"1155,7";"877,7";"1232,3";"955,6"
"1643263200";"27.01.2022 08:00";"1235,4";"901,5";"1303,6";"1012,9"
"1643266800";"27.01.2022 09:00";"1255,2";"908,2";"1344,8";"1023,5"
"1643270400";"27.01.2022 10:00";"1262,9";"932,4";"1330,1";"1039"
"1643274000";"27.01.2022 11:00";"1262,8";"945,7";"1307,2";"1044,6"
"1643277600";"27.01.2022 12:00";"1238,5";"970,5";"1276,1";"1046,2"
"1643281200";"27.01.2022 13:00";"1244,9";"972,7";"1316,8";"1052,6"
"1643284800";"27.01.2022 14:00";"1227,9";"970,9";"1298,7";"1056,5"
"1643288400";"27.01.2022 15:00";"1211,9";"962,5";"1334,7";"1057,9"
"1643292000";"27.01.2022 16:00";"1214,5";"920,3";"1339,1";"1080,6"
"1643295600";"27.01.2022 17:00";"1238,2";"933,4";"1354,4";"1060,5"
"1643299200";"27.01.2022 18:00";"1217,7";"928,6";"1329,2";"1054,8"
"1643302800";"27.01.2022 19:00";"1187,9";"880,6";"1277,7";"1061,4"
"1643306400";"27.01.2022 20:00";"1162,3";"916,1";"1208,4";"1058,9"
"1643310000";"27.01.2022 21:00";"1123,9";"776,7";"1173,4";"867,5"
"1643313600";"27.01.2022 22:00";"1044,8";"680,7";"1124,4";"783,5"
"1643317200";"27.01.2022 23:00";"970,9";"662,7";"1056,2";"771,3"
"1643320800";"28.01.2022 00:00";"937,4";"625,2";"1031,8";"751,2"
"1643324400";"28.01.2022 01:00";"896";"532,2";"1003,3";"614,4"
"1643328000";"28.01.2022 02:00";"896,1";"509,6";"979,4";"597,6"
"1643331600";"28.01.2022 03:00";"884,3";"562,8";"957,5";"675,2"
"1643335200";"28.01.2022 04:00";"872,9";"593,2";"949,6";"683,2"
"1643338800";"28.01.2022 05:00";"891,3";"612,4";"999,2";"701,7"
"1643342400";"28.01.2022 06:00";"995,2";"625";"1096,2";"731,9"
"1643346000";"28.01.2022 07:00";"1124,8";"696,1";"1228,3";"807,2"
"1643349600";"28.01.2022 08:00";"1224,6";"749,3";"1301,6";"848,5"
"1643353200";"28.01.2022 09:00";"1254,1";"804,7";"1306,1";"910,6"
"1643356800";"28.01.2022 10:00";"1252,2";"825,9";"1314,3";"933,7"
"1643360400";"28.01.2022 11:00";"1247,4";"841,2";"1319,5";"945,2"
"1643364000";"28.01.2022 12:00";"1238";"845,3";"1307,3";"916,9"
"1643367600";"28.01.2022 13:00";"1246,1";"871,3";"1330,2";"953,2"
"1643371200";"28.01.2022 14:00";"1222,1";"866,2";"1307,1";"965"
"1643374800";"28.01.2022 15:00";"1195,2";"766,7";"1283,7";"965,9"
"1643378400";"28.01.2022 16:00";"1193,9";"745,9";"1318,9";"899"
"1643382000";"28.01.2022 17:00";"1215,5";"739";"1311,6";"879,1"
"1643385600";"28.01.2022 18:00";"1191,8";"744";"1294,3";"878,7"
"1643389200";"28.01.2022 19:00";"1163,8";"727,6";"1254,4";"868"
"1643392800";"28.01.2022 20:00";"1119,7";"739,3";"1181,3";"855"
"1643396400";"28.01.2022 21:00";"1066,3";"771,4";"1131,5";"869,2"
"1643400000";"28.01.2022 22:00";"998,2";"816,8";"1086,4";"913,1"
"1643403600";"28.01.2022 23:00";"932,5";"740,5";"1060";"866,9"
"1643407200";"29.01.2022 00:00";"904,7";"725,8";"1061,3";"823,3"
"1643410800";"29.01.2022 01:00";"883,3";"707,8";"1019,5";"814,9"
"1643414400";"29.01.2022 02:00";"874";"713,4";"988,2";"776,8"
"1643418000";"29.01.2022 03:00";"871,6";"698,1";"959,5";"767,5"
"1643421600";"29.01.2022 04:00";"869,8";"686,4";"953,6";"753,1"
"1643425200";"29.01.2022 05:00";"881,8";"663,5";"987";"755,5"
"1643428800";"29.01.2022 06:00";"911,2";"713,9";"1035,8";"766,9"
"1643432400";"29.01.2022 07:00";"961,5";"720,5";"1073,1";"815,1"
"1643436000";"29.01.2022 08:00";"1000";"738,7";"1111,4";"843,1"
"1643439600";"29.01.2022 09:00";"1037,6";"755";"1146,8";"876,5"
"1643443200";"29.01.2022 10:00";"1061,9";"802,9";"1130,5";"898,5"
"1643446800";"29.01.2022 11:00";"1068";"821,2";"1106,3";"909,8"
"1643450400";"29.01.2022 12:00";"1062,1";"824,1";"1119,7";"917,6"
"1643454000";"29.01.2022 13:00";"1067,2";"842,8";"1138,7";"951,5"
"1643457600";"29.01.2022 14:00";"1052,4";"827,3";"1157,9";"920,4"
